dummy;dummy;measured;a1_paper;a2_paper;b1_paper;b2_paper
y2080;EUR;NA;121542;66443;98511;66348
y2080;FSU;NA;107643;24578;63672;51720
y2080;LAM;NA;87837;20787;56929;38647
y2080;MEA;NA;55459;13656;57986;21118
y2080;NAM;NA;120988;77737;89133;84291
y2080;PAO;NA;112697;73261;90447;64308
y2080;PAS;NA;126399;17393;46386;34446
y2080;SAS;NA;21834;3579;22825;10021
y2085;AFR;NA;45511;7730;36261;13915
y2085;CPA;NA;72461;6942;32537;26221
y2085;EUR;NA;133554;71468;105587;69821
y2085;FSU;NA;121727;27485;72368;55130
y2085;LAM;NA;96657;22856;61177;40894
y2085;MEA;NA;60636;14731;64242;21998
y2085;NAM;NA;129187;82070;93160;87810
y2085;PAO;NA;120581;77256;93054;65915
y2085;PAS;NA;144053;19188;50470;36673
y2085;SAS;NA;24998;4024;25107;10744
y2090;AFR;NA;51984;8666;41542;14960
y2090;CPA;NA;83135;7709;39090;27936
y2090;EUR;NA;146294;76205;113620;73375
y2090;FSU;NA;136849;30194;81711;58754
y2090;LAM;NA;106608;24754;66212;43315
y2090;MEA;NA;66437;15724;71500;22958
y2090;NAM;NA;137528;85837;97921;91499
y2090;PAO;NA;128888;80998;97395;68266
y2090;PAS;NA;164085;20931;55299;39110
y2090;SAS;NA;28639;4479;27811;11524
y2095;AFR;NA;59297;9649;46974;15838
y2095;CPA;NA;95108;8435;46346;29655
y2095;EUR;NA;159611;80645;121640;77020
y2095;FSU;NA;153007;32744;91741;62069
y2095;LAM;NA;117761;26500;71323;45506
y2095;MEA;NA;72998;16660;78676;23901
y2095;NAM;NA;145812;89065;102785;95535
y2095;PAO;NA;137547;84524;101953;70059
y2095;PAS;NA;186767;22641;59927;41684
y2095;SAS;NA;32862;4948;30471;12219
y2100;AFR;NA;67595;10691;53462;16811
y2100;CPA;NA;108534;9130;54750;31490
y2100;EUR;NA;173292;84763;130559;80730
y2100;FSU;NA;170352;35172;103081;65532
y2100;LAM;NA;130170;28106;77435;47835
y2100;MEA;NA;80414;17566;87222;24906
y2100;NAM;NA;153829;91770;108347;99780
y2100;PAO;NA;146593;87867;106450;72913
y2100;PAS;NA;212464;24339;65089;44467
y2100;SAS;NA;37768;5434;33601;12960
